constituency_name,first_party,electorate,valid_votes,invalid_votes,turnout,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,IMDmean,declaration_time,urbn_pr
Aldershot,Con,72430,46191,114,63.930691702333284,14901,23369,8468,4076,8253,2025,0,0,0,0,0,0,0,0,11.81046425168,08/05/2015 04:39,55.4795741
Aldridge-Brownhills,Con,60215,39497,105,65.76766586398738,11723,20558,8835,1330,7751,826,0,0,0,0,0,0,0,197,16.5816453644353,08/05/2015 04:55,18.3676628
Altrincham And Sale West,Con,71511,50517,158,70.863223839689,13290,26771,13481,4235,4047,1983,0,0,0,0,0,0,0,0,11.4429102590596,08/05/2015 05:34,26.881699
Amber Valley,Con,69510,45717,103,65.91857286721336,4205,20106,15901,1360,7263,1087,0,0,0,0,0,0,0,0,17.2536637849137,08/05/2015 04:31,0
Arundel And South Downs,Con,77242,56477,242,73.43025814971129,26177,34331,6324,4062,8154,3606,0,0,0,0,0,0,0,0,14.3802285767613,08/05/2015 07:51,0
Ashfield,Lab,77091,47409,209,61.76855923518958,8820,10628,19448,7030,10150,0,0,0,0,0,0,0,0,153,19.6799620636439,08/05/2015 05:41,0
Ashford,Con,85177,57372,175,67.56166570787889,19296,30094,10580,3433,10798,2467,0,0,0,0,0,0,0,0,18.0079669338386,08/05/2015 05:19,60.4193527
Ashton-Under-Lyne,Lab,68343,38918,198,57.23483019475294,10756,8610,19366,943,8468,1531,0,0,0,0,0,0,0,0,31.4923669190946,08/05/2015 08:09,2.0073229
Aylesbury,Con,80315,55419,235,69.29465230654299,17158,28083,8391,5885,10925,2135,0,0,0,0,0,0,0,0,8.05381684772441,08/05/2015 06:00,69.197627
Banbury,Con,86420,58008,183,67.33510761397825,18395,30749,12354,3440,8050,2686,0,0,0,0,0,0,0,729,13.3938579189685,08/05/2015 07:23,0
Barking,Lab,73977,43041,111,58.331643618962644,15272,7019,24826,562,9554,897,0,0,0,0,0,0,0,183,33.4883352585559,08/05/2015 04:38,100
Barnsley Central,Lab,64534,36560,110,56.82276009545356,12435,5485,20376,770,7941,938,0,0,0,0,0,0,0,1050,25.9197579271127,08/05/2015 03:34,88.3076991
Barnsley East,Lab,69135,38517,180,55.97309611629421,12034,5622,21079,1217,9045,0,0,0,0,0,0,0,0,1554,29.8555712903327,08/05/2015 04:02,13.0804573
Barrow And Furness,Lab,68338,43275,159,63.55761069975709,795,17525,18320,1169,5070,1061,0,0,0,0,0,0,0,130,15.3910398185253,08/05/2015 06:53,0
Basildon And Billericay,Con,66347,43028,198,65.15140096763983,12482,22668,10186,1636,8538,0,0,0,0,0,0,0,0,0,17.464547233116,08/05/2015 03:23,61.3972715
Basingstoke,Con,79665,53076,219,66.8988890980983,11063,25769,14706,3919,8290,0,0,0,0,0,0,0,0,392,12.2249249103546,08/05/2015 05:17,98.9792708
Bassetlaw,Lab,76796,49289,170,64.40309391114121,8843,15122,23965,1331,7865,1006,0,0,0,0,0,0,0,0,18.3555700041982,08/05/2015 05:31,0
Bath,Con,63084,47167,192,75.07291864815167,3833,17833,6216,14000,2922,5634,0,0,0,0,0,0,0,562,10.2421830896323,08/05/2015 04:41,99.4262243
Batley And Spen,Lab,78373,50479,200,64.66385107115971,6057,15769,21826,2396,9080,1232,0,0,0,0,0,0,0,176,21.6040691266189,08/05/2015 06:29,61.1284681
Battersea,Con,76111,51031,141,67.23338282245668,7938,26730,18792,2241,1586,1682,0,0,0,0,0,0,0,0,16.7861509503059,08/05/2015 01:23,100
Beaconsfield,Con,74726,53163,261,71.49318844846506,26311,33621,6074,3927,7310,2231,0,0,0,0,0,0,0,0,9.63097191046959,08/05/2015 06:51,37.9983252
Beckenham,Con,67439,48803,119,72.54259404795445,18471,27955,9484,3378,6108,1878,0,0,0,0,0,0,0,0,10.1870985953013,08/05/2015 03:40,99.8346982
Bedford,Con,69311,46086,258,66.86384556563894,1097,19625,18528,1958,4434,1412,0,0,0,0,0,0,0,129,20.1934576957037,08/05/2015 09:19,79.636285
Bermondsey And Old Southwark,Lab,83298,51424,206,61.982280486926456,4489,6051,22146,17657,3254,2023,0,0,0,0,0,0,0,293,26.7408917530163,08/05/2015 04:11,100
Berwick-Upon-Tweed,Con,56969,40423,78,71.09305060647019,4914,16603,6042,11689,4513,1488,0,0,0,0,0,0,0,88,20.8001223912096,08/05/2015 12:59,0
Bethnal Green And Bow,Lab,82727,52924,263,64.29218997425266,24317,8070,32387,2395,3219,4906,0,0,0,0,0,0,0,1947,29.6856767866347,08/05/2015 05:38,100
Beverley And Holderness,Con,80805,52677,159,65.38704288100983,12203,25363,13160,2900,8794,1802,0,0,0,0,0,0,0,658,16.1737999389794,08/05/2015 14:12,2.0802778
Bexhill And Battle,Con,78796,55218,300,70.45789126351592,20075,30245,7797,4199,10170,2807,0,0,0,0,0,0,0,0,16.0870121193807,08/05/2015 07:39,4.1108719
Bexleyheath And Crayford,Con,64828,43685,110,67.5556858147714,9192,20643,11451,1308,9182,950,0,0,0,0,0,0,0,151,18.0334756277441,08/05/2015 03:47,100
Birkenhead,Lab,62410,39144,125,62.92100624899856,20652,5816,26468,1396,3838,1626,0,0,0,0,0,0,0,0,45.4581448587019,08/05/2015 13:04,99.5657125
Birmingham Edgbaston,Lab,65591,41293,156,63.19312100745529,2706,15812,18518,1184,4154,1371,0,0,0,0,0,0,0,254,29.7274965532364,08/05/2015 05:58,0
Birmingham Erdington,Lab,65128,34684,109,53.42249109446014,5129,10695,15824,965,6040,948,0,0,0,0,0,0,0,212,44.2555881628469,08/05/2015 04:49,0
Birmingham Hall Green,Lab,76330,47046,277,61.99790383859557,19818,8329,28147,5459,2131,2200,0,0,0,0,0,0,0,780,36.1246874561677,08/05/2015 06:03,0
Birmingham Hodge Hill,Lab,75302,41039,267,54.85378874399086,23362,4707,28069,2624,4651,835,0,0,0,0,0,0,0,153,49.0747249148308,08/05/2015 05:16,0
Birmingham Ladywood,Lab,68128,35916,253,53.08977219351808,21868,4576,26444,1374,1805,1501,0,0,0,0,0,0,0,216,47.0149588281296,08/05/2015 05:48,0
Birmingham Northfield,Lab,71428,42461,98,59.58307666461332,2509,15164,17673,1349,7106,1169,0,0,0,0,0,0,0,0,35.7800215988708,08/05/2015 04:36,0
Birmingham Perry Barr,Lab,69943,41260,272,59.37978067855254,14828,8869,23697,2001,5032,1330,0,0,0,0,0,0,0,331,35.4067316553734,08/05/2015 06:12,0
Birmingham Selly Oak,Lab,75092,45294,175,60.55105736962659,8447,13137,21584,2517,5755,2301,0,0,0,0,0,0,0,0,31.5077624201775,08/05/2015 05:24,0
Birmingham Yardley,Lab,72146,41151,162,57.26304992653786,6595,5760,17129,10534,6637,698,0,0,0,0,0,0,0,393,40.9141999783723,08/05/2015 05:33,0
Bishop Auckland,Lab,66070,39389,68,59.71999394581504,3508,12799,16307,1723,7015,1545,0,0,0,0,0,0,0,0,19.2314492346472,08/05/2015 03:46,0
Blackburn,Lab,73260,43999,325,60.50232050232051,12760,12002,24762,955,6280,0,0,0,0,0,0,0,0,0,28.0666744104877,08/05/2015 03:14,99.5799022
Blackley And Broughton,Lab,71913,37112,194,51.876573081362196,16874,5581,22982,874,6108,1567,0,0,0,0,0,0,0,0,46.5029503126742,08/05/2015 04:35,100
Blackpool North And Cleveleys,Con,62468,39393,207,63.39245693795223,3340,17508,14168,948,5823,889,0,0,0,0,0,0,0,57,29.5108710676432,08/05/2015 05:39,74.9234335
Blackpool South,Lab,57411,32436,192,56.83231436484297,2585,10963,13548,743,5613,841,0,0,0,0,0,0,0,728,41.1910895408468,08/05/2015 05:05,100
Blaydon,Lab,67901,44936,96,66.32008365119808,14227,7838,22090,5497,7863,1648,0,0,0,0,0,0,0,0,19.9324614594758,08/05/2015 04:42,8.9573072
Blyth Valley,Lab,61247,38461,41,62.863487191209366,9229,8346,17813,2265,8584,1453,0,0,0,0,0,0,0,0,27.7622631176811,08/05/2015 13:00,0
Bognor Regis And Littlehampton,Con,72995,47116,224,64.85375710665114,13944,24185,6508,4240,10241,1942,0,0,0,0,0,0,0,0,18.5930264775998,08/05/2015 07:14,65.4244916
Bolsover,Lab,71979,43998,193,61.39429555842676,11778,10764,22542,1464,9228,0,0,0,0,0,0,0,0,0,22.2478331273877,08/05/2015 07:10,3.3569487
Bolton North East,Lab,67895,43161,150,63.79114809632521,4377,14164,18541,1236,8117,1103,0,0,0,0,0,0,0,0,23.2276463770742,08/05/2015 05:30,99.6591705
Bolton South East,Lab,69687,40743,134,58.65799933990557,10928,8289,20555,1072,9627,1200,0,0,0,0,0,0,0,0,30.3768383270301,08/05/2015 04:30,49.258849
Bolton West,Con,72719,48592,197,67.0925067726454,801,19744,18943,1947,7428,0,0,0,0,0,0,0,0,530,15.9227903885847,08/05/2015 05:23,29.3251661
Bootle,Lab,70145,45152,148,64.58051179699194,28704,3639,33619,978,4915,1501,0,0,0,0,0,0,0,500,45.5844554052658,08/05/2015 03:36,0.3027787
Boston And Skegness,Con,67064,43339,179,64.89025408564953,4336,18981,7142,1015,14645,800,0,0,0,0,0,0,0,756,29.0249070211065,08/05/2015 06:25,0
Bosworth,Con,79738,53582,206,67.45591813188192,10988,22939,9354,11951,9338,0,0,0,0,0,0,0,0,0,12.415162069047,08/05/2015 05:40,0
Bournemouth East,Con,72275,44827,191,62.287097890003466,14612,22060,7448,3752,7401,3263,0,0,0,0,0,0,0,903,17.263958256353,08/05/2015 06:22,99.8837326
Bournemouth West,Con,72082,41773,171,58.18928442607031,12410,20155,7386,3281,7745,3107,0,0,0,0,0,0,0,99,22.1235019653932,08/05/2015 05:57,100
Bracknell,Con,81271,53086,215,65.5842797553863,20650,29606,8956,3983,8339,2202,0,0,0,0,0,0,0,0,11.2595044907491,08/05/2015 05:44,57.1756519
Bradford East,Lab,66121,41406,207,62.93461986358343,7084,4682,19312,12228,4103,871,0,0,0,0,0,0,0,210,36.8247289211519,08/05/2015 05:43,99.7470941
Bradford South,Lab,63674,37600,106,59.21726293306531,6450,9878,16328,1094,9057,1243,0,0,0,0,0,0,0,0,30.5941886305809,08/05/2015 06:23,98.7354563
Bradford West,Lab,63372,40290,237,63.95095625828442,11420,6160,19977,1173,3140,1085,0,0,0,0,0,0,0,8755,33.7399399750251,08/05/2015 06:07,91.7958651
Braintree,Con,73557,50283,201,68.6324890900934,17610,27071,9296,2488,9461,1564,0,0,0,0,0,0,0,403,13.6810594339115,08/05/2015 05:45,0
Brent Central,Lab,77038,47032,260,61.38788649757263,19649,9567,29216,3937,1850,1912,0,0,0,0,0,0,0,550,31.5461429069782,08/05/2015 03:39,100
Brent North,Lab,82196,52235,291,63.90335296121465,10834,17517,28351,2607,2024,1539,0,0,0,0,0,0,0,197,19.5992803261659,08/05/2015 04:36,100
Brentford And Isleworth,Lab,84602,57355,147,67.96766033899908,465,24631,25096,2305,3203,2120,0,0,0,0,0,0,0,0,18.2445971182294,08/05/2015 04:57,100
Brentwood And Ongar,Con,71918,51897,151,72.37131177174004,21810,30534,6492,4577,8724,1397,0,0,0,0,0,0,0,173,16.6739770970876,08/05/2015 04:30,0
Bridgwater And West Somerset,Con,80491,54447,203,67.89578959138288,14583,25020,9589,6765,10437,2636,0,0,0,0,0,0,0,0,23.0473672438203,08/05/2015 08:33,0
Brigg And Goole,Con,68488,43270,168,63.42424950356267,11176,22946,11770,764,6694,915,0,0,0,0,0,0,0,181,15.947018773686,08/05/2015 05:26,4.1701626
Brighton Kemptown,Con,67858,45306,177,67.02673229390787,690,18428,17738,1365,4446,3187,0,0,0,0,0,0,0,142,23.10216368635,08/05/2015 06:46,0
Brighton Pavilion,Green,76557,54676,186,71.661637733976,7967,12448,14904,1525,2724,22871,0,0,0,0,0,0,0,204,16.0587444598621,08/05/2015 07:36,0
Bristol East,Lab,71193,46213,162,65.13983116317615,3980,14168,18148,2689,7152,3827,0,0,0,0,0,0,0,229,27.1203872196136,08/05/2015 05:50,100
Bristol North West,Con,74743,51805,121,69.47272654295385,4944,22767,17823,3214,4889,2952,0,0,0,0,0,0,0,160,24.1287518948003,08/05/2015 04:32,100
Bristol South,Lab,81496,50842,164,62.58712084028664,7128,12377,19505,4416,8381,5861,0,0,0,0,0,0,0,302,33.3856335086677,08/05/2015 06:11,100
Bristol West,Lab,91236,64218,198,70.60370906221229,5673,9752,22900,12103,1940,17227,0,0,0,0,0,0,0,296,23.919962216449,08/05/2015 06:48,100
Broadland,Con,73552,53089,182,72.42631063737221,16838,26808,9970,5178,8881,2252,0,0,0,0,0,0,0,0,18.2425964306928,08/05/2015 09:30,0
Bromley And Chislehurst,Con,65477,44066,131,67.50003818134613,13564,23343,9779,2836,6285,1823,0,0,0,0,0,0,0,0,14.9022847421911,08/05/2015 03:10,100
Bromsgrove,Con,73337,52245,173,71.47551713323425,16529,28133,11604,2616,8163,1729,0,0,0,0,0,0,0,0,13.0656910916279,08/05/2015 07:07,23.6491025
Broxbourne,Con,72944,46024,125,63.266341302917304,16723,25797,8470,1467,9074,1216,0,0,0,0,0,0,0,0,14.2117293388145,08/05/2015 02:28,0
Broxtowe,Con,71764,53440,200,74.7449974917786,4287,24163,19876,2120,5674,1544,0,0,0,0,0,0,0,63,11.1664797932952,08/05/2015 05:11,6.2316543
Buckingham,Spk,77425,53692,1289,71.01194704552793,22942,0,0,0,11675,7400,0,0,0,0,0,0,0,34617,10.1010968165628,08/05/2015 06:19,1.8071651
Burnley,Lab,64477,39746,150,61.87632799292771,3244,5374,14951,11707,6864,850,0,0,0,0,0,0,0,0,20.8855429805915,08/05/2015 02:54,93.6930143
Burton,Con,75248,48974,176,65.3173506272592,10892,24376,13484,1232,8658,1224,0,0,0,0,0,0,0,0,14.840632808173,08/05/2015 05:45,70.1851536
Bury North,Con,67580,45230,186,67.20331459011541,378,18970,18592,932,5595,1141,0,0,0,0,0,0,0,0,16.9928582960347,08/05/2015 05:17,77.8685415
Bury South,Lab,73883,47215,181,64.15007511876887,4922,16350,21272,1690,6299,1434,0,0,0,0,0,0,0,170,20.7798720582966,08/05/2015 04:34,40.7110914
Bury St Edmunds,Con,85982,59341,237,69.29124700518713,21301,31815,10514,3581,8739,4692,0,0,0,0,0,0,0,0,14.0196024099432,08/05/2015 07:10,0
Calder Valley,Con,77754,53541,220,69.14242354091108,4427,23354,18927,2666,5950,2090,0,0,0,0,0,0,0,554,17.0015988227082,08/05/2015 08:01,2.5863052
Camberwell And Peckham,Lab,82746,51561,218,62.57583448142508,25824,6790,32614,2580,2413,5187,0,0,0,0,0,0,0,1977,26.2366183695902,08/05/2015 04:46,100
Camborne And Redruth,Con,66944,45868,84,68.64244741873804,7004,18452,11448,5687,6776,2608,0,0,0,0,0,0,0,897,22.0301711936268,08/05/2015 05:02,0
Cambridge,Lab,83384,51774,171,62.29612395663436,599,8117,18646,18047,2668,4109,0,0,0,0,0,0,0,187,14.4849875887534,08/05/2015 06:00,99.7388949
Cannock Chase,Con,74532,47099,169,63.419739172435996,4923,20811,15888,1270,8224,906,0,0,0,0,0,0,0,0,17.56748613141,08/05/2015 05:12,64.2742607
Canterbury,Con,81341,53465,182,65.95320932862886,9798,22918,13120,6227,7289,3746,0,0,0,0,0,0,0,165,14.662649985477,08/05/2015 04:40,52.1674835
Carlisle,Con,65827,42587,93,64.8366171935528,2774,18873,16099,1087,5277,1125,0,0,0,0,0,0,0,126,12.8416598322737,08/05/2015 03:46,86.4462905
Carshalton And Wallington,LD,69981,47613,131,68.22423229162202,1510,15093,7150,16603,7049,1492,0,0,0,0,0,0,0,226,15.6409893241718,08/05/2015 04:37,100
Castle Point,Con,68170,45450,117,66.8431861522664,8934,23112,6283,801,14178,1076,0,0,0,0,0,0,0,0,17.0533357024972,08/05/2015 09:17,1.1913386
Central Devon,Con,72737,54448,192,75.11995270632553,21265,28436,6985,6643,7171,4866,0,0,0,0,0,0,0,347,18.3425105977263,08/05/2015 11:27,0
Central Suffolk And North Ipswich,Con,76666,54089,145,70.74061513578378,20144,30317,10173,3314,7459,2664,0,0,0,0,0,0,0,162,15.0708362904343,08/05/2015 06:48,28.5661629
Charnwood,Con,77269,52261,177,67.86421462682317,16931,28384,11453,3605,8330,0,0,0,0,0,0,0,0,489,9.18190283605664,08/05/2015 06:31,31.3999603
Chatham And Aylesford,Con,66355,43073,166,65.16313766860071,11455,21614,10159,1360,8581,1101,0,0,0,0,0,0,0,258,18.8239601110464,08/05/2015 08:27,65.1158008
Cheadle,Con,73239,53095,169,72.72627971435983,6453,22889,8673,16436,4423,0,0,0,0,0,0,0,0,674,11.3462889083227,08/05/2015 07:09,9.0204029
Chelmsford,Con,78580,53817,190,68.72868414354798,18250,27732,9482,6394,7652,1892,0,0,0,0,0,0,0,665,11.3354098818084,08/05/2015 03:12,99.8641057
Chelsea And Fulham,Con,63478,40226,133,63.579507860991214,16022,25322,9300,2091,2039,1474,0,0,0,0,0,0,0,0,17.1791109985775,08/05/2015 03:35,100
Cheltenham,Con,77287,53735,104,69.66113317893048,6516,24790,3902,18274,3808,2689,0,0,0,0,0,0,0,272,9.49513815665365,08/05/2015 04:46,99.699165
Chesham And Amersham,Con,72547,52730,249,73.02714102581774,23920,31138,6712,4761,7218,2901,0,0,0,0,0,0,0,0,7.10528146437236,08/05/2015 06:29,5.2311704
Chesterfield,Lab,71625,45567,179,63.86876090750436,13598,8231,21829,6301,7523,1352,0,0,0,0,0,0,0,331,24.6090136600676,08/05/2015 04:46,86.3753705
Chichester,Con,83396,57139,198,68.75269797112571,24413,32953,6933,4865,8540,3742,0,0,0,0,0,0,0,106,15.2849104166472,08/05/2015 06:43,0
Chingford And Woodford Green,Con,66680,43804,129,65.88632273545291,8386,20999,12613,2400,5644,1854,0,0,0,0,0,0,0,294,19.1089712580996,08/05/2015 06:20,100
Chippenham,Con,74218,55407,100,74.78913471125604,10076,26354,4561,16278,5884,2330,0,0,0,0,0,0,0,0,11.1237390894372,08/05/2015 03:43,0
Chipping Barnet,Con,77807,53013,139,68.31261968717467,7656,25759,18103,2381,4151,2501,0,0,0,0,0,0,0,118,12.5664595223762,08/05/2015 04:56,99.7938387
Chorley,Lab,74679,51712,142,69.43585211371335,4530,18792,23322,1354,6995,1111,0,0,0,0,0,0,0,138,11.4117479531062,08/05/2015 05:20,14.9829459
Christchurch,Con,69303,49707,233,72.06037256684414,18224,28887,4745,3263,10663,2149,0,0,0,0,0,0,0,0,11.6023705016473,08/05/2015 05:44,0
Cities Of London And Westminster,Con,60992,36185,167,59.60125918153201,9671,19570,9899,2521,1894,1953,0,0,0,0,0,0,0,348,15.368052622031,08/05/2015 02:54,100
City Of Chester,Lab,74485,51161,228,68.9924145801168,93,22025,22118,2870,4148,0,0,0,0,0,0,0,0,0,13.7148590162087,08/05/2015 07:15,85.9347447
City Of Durham,Lab,68725,45669,116,66.62058930520189,11439,10157,21596,5153,5232,2687,0,0,0,0,0,0,0,844,19.5966037816961,08/05/2015 04:57,0
Clacton,UKIP,68936,44207,168,64.37130091679238,3437,16205,6364,812,19642,1184,0,0,0,0,0,0,0,0,31.6013046453287,08/05/2015 04:38,0
Cleethorpes,Con,71008,45089,132,63.684373591707974,7893,21026,13133,1346,8356,1013,0,0,0,0,0,0,0,215,18.5379037021119,08/05/2015 04:48,0
Colchester,Con,74204,48593,117,65.64336154385208,5575,18919,7852,13344,5870,2499,0,0,0,0,0,0,0,109,18.4543663522688,08/05/2015 05:44,99.6916178
Colne Valley,Con,82516,56800,153,69.02055358960686,5378,25246,19868,3407,5734,1919,0,0,0,0,0,0,0,626,15.4233062148569,08/05/2015 06:16,57.6382626
Congleton,Con,72503,50976,166,70.53777085086135,16773,27164,10391,4623,6922,1876,0,0,0,0,0,0,0,0,12.602893670434,08/05/2015 09:00,0
Copeland,Lab,62087,39631,151,64.07460498977242,2564,14186,16750,1368,6148,1179,0,0,0,0,0,0,0,0,17.2704333535228,08/05/2015 05:13,0
Corby,Con,79775,56174,132,70.58100908806017,2412,24023,21611,1458,7708,1374,0,0,0,0,0,0,0,0,13.4572045800301,08/05/2015 06:00,0
Coventry North East,Lab,75462,42231,185,56.208422782327524,12274,9751,22025,2007,6278,1245,0,0,0,0,0,0,0,925,30.0938616982589,08/05/2015 04:52,100
Coventry North West,Lab,73626,45246,172,61.6874473691359,4509,14048,18557,1810,7101,1961,0,0,0,0,0,0,0,1769,18.728833824052,08/05/2015 03:39,99.470213
Coventry South,Lab,70397,43699,178,62.32794011108428,3188,15284,18472,1779,5709,1719,0,0,0,0,0,0,0,736,20.7343451238197,08/05/2015 03:26,100
Crawley,Con,73936,48550,130,65.840727115343,6526,22829,16303,1339,6979,1100,0,0,0,0,0,0,0,0,18.8176665705893,08/05/2015 03:49,99.3095398
Crewe And Nantwich,Con,74169,49896,213,67.56057112809934,3620,22445,18825,1374,7252,0,0,0,0,0,0,0,0,0,12.6833948685473,08/05/2015 09:18,66.944838
Croydon Central,Con,78171,52941,102,67.85508692481866,165,22753,22588,1152,4810,1454,0,0,0,0,0,0,0,184,19.9120220138746,08/05/2015 06:35,80.9488102
Croydon North,Lab,85941,53522,188,62.496363784456776,21364,12149,33513,1919,2899,2515,0,0,0,0,0,0,0,527,26.6362108642991,08/05/2015 04:53,100
Croydon South,Con,82010,57712,146,70.54993293500793,17140,31448,14308,3448,6068,2154,0,0,0,0,0,0,0,286,13.2672850416604,08/05/2015 05:48,100
Dagenham And Rainham,Lab,69128,43050,83,62.39584538826525,4980,10492,17830,717,12850,806,0,0,0,0,0,0,0,355,23.3099159412697,08/05/2015 03:44,99.760288
Darlington,Lab,65851,41141,163,62.723421056627835,3158,14479,17637,1966,5392,1444,0,0,0,0,0,0,0,223,23.3001099046255,08/05/2015 02:29,100
Dartford,Con,75209,52418,199,69.96104189658152,12345,25670,13325,1454,10434,1324,0,0,0,0,0,0,0,211,17.3180729960868,08/05/2015 06:31,56.3478261
Daventry,Con,72873,52518,137,72.25584235587941,21059,30550,9491,2352,8296,1829,0,0,0,0,0,0,0,0,10.8792170102452,08/05/2015 06:09,5.1143914
Denton And Reddish,Lab,66141,38681,144,58.70035227770975,10511,9150,19661,957,7225,1466,0,0,0,0,0,0,0,222,27.298888283176,08/05/2015 08:33,44.677365
Derby North,Con,69794,44745,137,64.3063873685417,41,16402,16361,3832,6532,1618,0,0,0,0,0,0,0,0,21.5594920506431,08/05/2015 09:00,100
Derby South,Lab,70240,40820,166,58.35136674259681,8828,11179,20007,1717,6341,1208,0,0,0,0,0,0,0,368,32.0606891554455,08/05/2015 09:41,100
Derbyshire Dales,Con,63476,47361,130,74.8172537652026,14044,24805,10761,3965,5508,2173,0,0,0,0,0,0,0,149,12.2278614302253,08/05/2015 06:38,0
Devizes,Con,69205,49006,132,71.00354020663247,20751,28295,6360,3954,7544,2853,0,0,0,0,0,0,0,0,13.1674097520332,08/05/2015 04:35,0
Dewsbury,Lab,79770,53630,238,67.52914629559984,1451,20955,22406,1924,6649,1366,0,0,0,0,0,0,0,330,15.0376148913769,08/05/2015 07:24,56.6286084
Don Valley,Lab,71299,42486,171,59.828328588058746,8885,10736,19621,1487,9963,0,0,0,0,0,0,0,0,679,22.0490587611363,08/05/2015 05:50,18.4049758
Doncaster Central,Lab,71136,40420,208,57.11313540260908,10093,8386,19840,1717,9747,0,0,0,0,0,0,0,0,730,25.3381435561726,08/05/2015 05:46,83.4936326
Doncaster North,Lab,70989,39501,166,55.87767118849399,11780,7235,20708,1005,8928,757,0,0,0,0,0,0,0,868,28.2231814521759,08/05/2015 05:22,4.2496343
Dover,Con,72930,50224,199,69.1389003153709,6294,21737,15443,1572,10177,1295,0,0,0,0,0,0,0,0,18.2363180107065,08/05/2015 04:52,0
Dudley North,Lab,60717,37992,97,62.73201903914883,4181,11704,15885,478,9113,517,0,0,0,0,0,0,0,295,28.5709174455381,08/05/2015 05:07,49.6760979
Dudley South,Con,60363,38210,85,63.441180855822275,4270,16723,12453,828,7236,970,0,0,0,0,0,0,0,0,27.3416050771125,08/05/2015 05:22,20.2702367
Dulwich And West Norwood,Lab,76575,51362,186,67.31700946784198,16122,11650,27772,5055,1606,4844,0,0,0,0,0,0,0,435,21.3382913576846,08/05/2015 03:33,100
Ealing Central And Acton,Lab,71422,50894,165,71.4891770042844,274,21728,22002,3106,1926,1841,0,0,0,0,0,0,0,291,20.8881347768762,08/05/2015 02:57,100
Ealing North,Lab,73881,48510,198,65.92764039468875,12326,14419,26745,1575,3922,1635,0,0,0,0,0,0,0,214,22.7001264435904,08/05/2015 03:15,100
Ealing Southall,Lab,65606,43321,182,66.30948388866872,18760,9387,28147,1550,1769,2007,0,0,0,0,0,0,0,461,26.3246855885728,08/05/2015 03:37,0
Easington,Lab,61659,34624,53,56.23996496861772,14641,4478,21132,834,6491,733,0,0,0,0,0,0,0,956,29.5462742068075,08/05/2015 03:11,0
East Devon,Con,76519,54717,217,71.79131980292478,12261,25401,5591,3715,6870,0,0,0,0,0,0,0,0,13140,11.6691225877133,08/05/2015 07:19,8.3806138
East Ham,Lab,87382,52290,211,60.08216795220984,34252,6311,40563,856,2622,1299,0,0,0,0,0,0,0,639,28.4955533748956,08/05/2015 05:27,100
East Hampshire,Con,71074,51649,218,72.97605312772603,25147,31334,5220,5732,6187,3176,0,0,0,0,0,0,0,0,12.4974397940126,08/05/2015 06:03,0
East Surrey,Con,79654,56103,161,70.6354985311472,22658,32211,6627,5189,9553,2159,0,0,0,0,0,0,0,364,14.4010875478132,08/05/2015 05:00,3.5152595
East Worthing And Shoreham,Con,74775,49898,199,66.99699097291875,14949,24686,9737,3360,8267,2605,0,0,0,0,0,0,0,1243,12.95337359236,08/05/2015 07:13,36.1203038
East Yorkshire,Con,81023,49991,227,61.97993162435358,14933,25276,10343,2966,8955,1731,0,0,0,0,0,0,0,720,17.2261472089569,08/05/2015 04:58,0
Eastbourne,Con,78262,52907,154,67.79918734507169,733,20934,4143,20201,6139,1351,0,0,0,0,0,0,0,139,12.9993964943393,08/05/2015 04:39,98.5405356
Eastleigh,Con,79609,55505,158,69.92048637716842,9147,23464,7181,14317,8783,1513,0,0,0,0,0,0,0,247,10.9924234786065,08/05/2015 04:37,57.2044404
Eddisbury,Con,68569,47352,178,69.31703831177354,12974,24167,11193,4289,5778,1624,0,0,0,0,0,0,0,301,14.4876291890326,08/05/2015 05:23,0
Edmonton,Lab,66016,41338,161,62.86203344643722,15419,9969,25388,897,3366,1358,0,0,0,0,0,0,0,360,34.6771359600372,08/05/2015 05:31,100
Ellesmere Port And Neston,Lab,69223,46727,160,67.73326784450255,6275,16041,22316,1563,5594,990,0,0,0,0,0,0,0,223,18.9231481982602,08/05/2015 05:44,70.3284479
Elmet And Rothwell,Con,79143,57797,153,73.22188949117421,8490,27978,19488,2640,6430,1261,0,0,0,0,0,0,0,0,12.9880028072792,08/05/2015 06:44,0.3703888
Eltham,Lab,63998,43157,97,67.58648707772117,2693,15700,18393,1308,6481,1275,0,0,0,0,0,0,0,0,21.3101446963371,08/05/2015 05:32,100
Enfield North,Lab,68118,46137,117,67.90275698053378,1086,19086,20172,1059,4133,1303,0,0,0,0,0,0,0,384,26.4093666377577,08/05/2015 04:46,99.1234812
Enfield Southgate,Con,64937,45812,130,70.74857169256357,4753,22624,17871,1518,2109,1690,0,0,0,0,0,0,0,0,13.2511846817457,08/05/2015 03:49,0
Epping Forest,Con,73447,49348,142,67.38192165779405,17978,27027,7962,3448,9049,1782,0,0,0,0,0,0,0,80,18.8356865192158,08/05/2015 04:36,14.2505624
Epsom And Ewell,Con,78633,57143,189,72.91086439535563,24443,33309,8866,5002,7117,2116,0,0,0,0,0,0,0,733,7.01476935970827,08/05/2015 06:34,15.7333576
Erewash,Con,71943,48322,146,67.37000125099037,3584,20636,17052,1658,7792,1184,0,0,0,0,0,0,0,0,15.4198939072347,08/05/2015 05:33,0
