"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-03-18 21:00:43 CET","Short statement from Douglas Ross MP on the breaking reports that Nicola Sturgeon misled the Scottish Parliament 👇 ""The Committee will publish its findings in the coming days and we will wait for that report. ""But we have already detailed that Nicola Sturgeon lied to the Scottish Parliament and for that, she must resign. ""All we're waiting for is confirmation.""",1896,1397,535,"https://www.facebook.com/136308776480/posts/10157829063271481"
"Scottish Green Party","ScottishGreens","2021-03-18 20:24:00 CET","📺Tune in tomorrow evening from 6pm as Mags Hall, our lead candidate in Mid Scotland & Fife, joins chef and broadcaster Julie Linn to chat about food policy & sustainability! 🥒🌽💚",15,0,4,"https://www.facebook.com/17999726169/posts/10159156089261170"
"Scottish Labour Party","ScottishLabourParty","2021-03-18 19:57:46 CET","",75,122,11,"https://www.facebook.com/310039442421596/posts/3921235744635263"
"Scottish Green Party","ScottishGreens","2021-03-18 19:25:12 CET","Last week the Scottish Greens delivered a £10 million nature restoration fund. 💚🐦 Think how much we could do with more Green MSPs! Vote like our future depends on it. #VoteScottishGreens",24,2,13,"https://www.facebook.com/17999726169/posts/10159155986701170"
"Scottish Conservatives","ScottishConservatives","2021-03-18 18:57:09 CET","Blistering stuff from Ruth Davidson, getting stuck in to Nicola Sturgeon today👇 ""Someone should lose their job. It could be Nicola Sturgeon, it could be her chief of staff, it could be her chief civil servant. ""But really - shouldn't it be all of them?""",2232,1110,471,"https://www.facebook.com/136308776480/posts/10157828791596481"
"Scottish Liberal Democrats","ScotLibDems","2021-03-18 18:45:31 CET","Scottish Liberal Democrats will make addressing the transport needs of our Highland and Islands a priority, not just colour in lines on a map",14,1,3,"https://www.facebook.com/397986050296687/posts/3849507748477816"
"Scottish Green Party","ScottishGreens","2021-03-18 17:31:22 CET","Last week the Scottish Greens delivered free school meals for every primary school pupil! 🍲 Think how much we could do with more Green MSPs! Vote like our future depends on it. #VoteScottishGreens",33,0,8,"https://www.facebook.com/17999726169/posts/10159155796481170"
"Scottish Liberal Democrats","ScotLibDems","2021-03-18 16:31:47 CET","To help our education system recover from the pandemic we must create new permanent teaching posts. Scottish Liberal Democrats want to put recovery first, and this also means a guaranteed job for teachers. Willie Rennie",6,0,1,"https://www.facebook.com/397986050296687/posts/3849327835162474"
"Scottish Labour Party","ScottishLabourParty","2021-03-18 16:21:51 CET","The 18-week mental health target has not once been met. This government is failing Scotland’s children and young people. #FMQs",94,33,87,"https://www.facebook.com/310039442421596/posts/3920766868015484"
"Scottish Conservatives","ScottishConservatives","2021-03-18 16:15:38 CET","If the pro-UK vote splits, it helps Nicola Sturgeon and the SNP. If the pro-UK vote sticks together, we can stop an SNP majority.",1212,2034,274,"https://www.facebook.com/136308776480/posts/10157828473476481"
