"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-04-03 13:34:37 CEST","The SNP have failed to properly fund councils and we’ve all seen the result. Local schools are not quite what they used to be, potholes expand in number and size, and bin collections are less frequent. Our solution is simple – give councils a permanent fair share of the budget. 👉 https://bit.ly/31IIeYl:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/02/Fair.Funding.for_.Councils.pdf",696,295,143,"https://www.facebook.com/136308776480/posts/10157866077326481"
"Scottish Labour Party","ScottishLabourParty","2021-04-03 13:30:08 CEST","Place the NHS at the heart of our recovery. On May 6 make it #BothVoteslabour 🌹",25,3,13,"https://www.facebook.com/310039442421596/posts/3964592696966234"
"Scottish Green Party","ScottishGreens","2021-04-03 13:18:00 CEST","The Scottish Greens secured free bus travel for everyone aged 21 or under! 🚌 With more MSPs we can do even more for young people and the planet. 💚",81,5,15,"https://www.facebook.com/17999726169/posts/10159190044496170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-03 13:15:15 CEST","We have plans to expand the mental health workforce and get more specialists in more locations. We will #PutRecoveryFirst 👍 You can read more here 👉 https://www.scotlibdems.org.uk/_rennie_120m_for_mental_health_must_lead_to_no_wrong_door",2,0,1,"https://www.facebook.com/397986050296687/posts/3894829420612315"
"Scottish National Party (SNP)","theSNP","2021-04-03 13:02:09 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland can and should be the best place in the world for children to grow up - and we're determined to make that a reality. 👇 If re-elected, the SNP will invest £60m in our Outdoor Community Play Fund so that every single play park in Scotland is renewed. #BothVotesSNP",1967,1140,475,"https://www.facebook.com/77249349077/posts/10159375119574078"
"Scottish Labour Party","ScottishLabourParty","2021-04-03 12:30:00 CEST","📮Want to vote by post? ⏰ Register today. It only takes a few minutes 🌹. #BothVotesLabour https://earlyvote.labour.org.uk/scotland",11,13,1,"https://www.facebook.com/310039442421596/posts/3964579356967568"
"Scottish Liberal Democrats","ScotLibDems","2021-04-03 12:04:57 CEST","Willie Rennie: £120m for mental health must lead to ""no wrong door"" You can read more here ⬇️⬇️",1,0,0,"https://www.facebook.com/397986050296687/posts/3894811070614150"
"Scottish Green Party","ScottishGreens","2021-04-03 11:44:00 CEST","Scottish Green votes will be vital to securing a pro-independence majority after the election! 🏴󠁧󠁢󠁳󠁣󠁴󠁿",84,0,6,"https://www.facebook.com/17999726169/posts/10159190035206170"
"Scottish Labour Party","ScottishLabourParty","2021-04-03 11:00:00 CEST","Our NHS recovery plan will place a mental health support worker in every GP clinic in Scotland. On 6 May make it #BothVotesLabour to restore and renew our NHS. 🌹👩‍⚕️",79,2,18,"https://www.facebook.com/310039442421596/posts/3964524080306429"
"Scottish Green Party","ScottishGreens","2021-04-03 10:55:28 CEST","It's time to end the failed war on drugs and adopt a person-focused approach that provides support and rehabilitation.",545,73,48,"https://www.facebook.com/17999726169/posts/10159191504626170"
"Scottish Green Party","ScottishGreens","2021-04-03 10:02:00 CEST","🚨There are only 3 days left to register for a postal vote! 🚨 ✉️ Sign up for one today at https://www.gov.uk/government/publications/apply-for-a-postal-vote Vote like our future depends on it. #VoteScottishGreens",13,1,1,"https://www.facebook.com/17999726169/posts/10159190032221170"
"Scottish Labour Party","ScottishLabourParty","2021-04-03 10:00:26 CEST","Help us build a better, fairer Scotland. 💪🌹 📍📞 Find your nearest campaign event here: https://events.labour.org.uk/",83,28,8,"https://www.facebook.com/310039442421596/posts/3964510980307739"
"Scottish Conservatives","ScottishConservatives","2021-04-03 09:38:28 CEST","If the SNP win a majority in May, they'll immediately start calling for another referendum. But if every pro-UK voter gives their party vote to the Scottish Conservatives we can deny them their majority and stop their reckless plans for indyref2, just like we did in 2016.",815,288,96,"https://www.facebook.com/136308776480/posts/10157865838296481"
"Scottish Green Party","ScottishGreens","2021-04-03 08:30:00 CEST","Show your support by adding a frame to your Facebook profile today! 💚 http://www.facebook.com/profilepicframes/?selected_overlay_id=503058934049069:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%2F%3Fselected_overlay_id%3D503058934049069",23,0,9,"https://www.facebook.com/17999726169/posts/10159190038091170"
"Scottish Green Party","ScottishGreens","2021-04-02 23:07:00 CEST","A vote for the Scottish Greens is a vote for an independent Scotland in Europe. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",162,2,10,"https://www.facebook.com/17999726169/posts/10159190039806170"
"Scottish Conservatives","ScottishConservatives","2021-04-02 22:04:28 CEST","While the SNP focus on breaking up our country, we are focussed on rebuilding. Today Douglas Ross MP visited Thales UK to announce our pledge to deliver unlimited demand-led apprenticeships. Our ambitious plans would tackle Scotland’s looming jobs crisis and ensure our young people don’t become Covid’s lost generation.",729,149,45,"https://www.facebook.com/136308776480/posts/10157864732931481"
"Scottish Green Party","ScottishGreens","2021-04-02 21:50:00 CEST","A vote for the Scottish Greens is a vote for a fairer, greener Scotland without nuclear weapons. ☮️",190,4,24,"https://www.facebook.com/17999726169/posts/10159190026001170"
"Scottish National Party (SNP)","theSNP","2021-04-02 21:38:12 CEST","We’re committed to improving the life chances of women. 🙋‍♀️ Ending Period Poverty 👩‍⚕️ National Care Service 🌍 A world-leading Domestic Abuse Act 👶 Free childcare, before and after school, all year round On May 6, make it #BothVotesSNP so we can keep delivering for Scotland.",925,506,564,"https://www.facebook.com/77249349077/posts/10159373630984078"
"Scottish Green Party","ScottishGreens","2021-04-02 20:39:00 CEST","This election will decide how we rebuild from the pandemic, and how we tackle Scotland's role in the climate crisis. Vote like our future depends on it.",43,0,1,"https://www.facebook.com/17999726169/posts/10159190021311170"
"Scottish Conservatives","ScottishConservatives","2021-04-02 19:36:10 CEST","This week, Nicola Sturgeon confirmed that she will put another referendum before our recovery. Together we can stop her reckless plan. We’ve done it before and with your party vote for the Scottish Conservatives on 6th May, we can do it again. Let's put Scotland's recovery first.",424,320,38,"https://www.facebook.com/136308776480/posts/10157864466916481"
"Scottish Green Party","ScottishGreens","2021-04-02 19:32:08 CEST","""Scotland’s exams authority isn’t fit for purpose. Teachers have known this for years and last year’s entirely avoidable grading shambles demonstrated that to the rest of the country.""",66,6,13,"https://www.facebook.com/17999726169/posts/10159190004071170"
"Scottish Green Party","ScottishGreens","2021-04-02 17:41:32 CEST","The Scottish Greens secured extra protections to stop the killing of moutain hares. 🐰 With more MSPs we can do even more to protect Scotland's wildlife.",62,2,10,"https://www.facebook.com/17999726169/posts/10159189774476170"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 17:30:31 CEST","This election must be about the issues that really matter. We should never again have to choose between treating a virus and treating cancer. #BothVotesLabour",33,16,14,"https://www.facebook.com/310039442421596/posts/3964403570318480"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 17:25:31 CEST","A vote for Scottish Liberal Democrats is a vote to put recovery first and have needle-sharp focus on mental health 👍",4,1,2,"https://www.facebook.com/397986050296687/posts/3890788317683092"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 16:30:38 CEST","We're working together to deliver a National Recovery Plan for Scotland. With us? 💪🌹 https://volunteer.labour.org.uk/",39,21,6,"https://www.facebook.com/310039442421596/posts/3964390356986468"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 15:54:50 CEST","Today Willie Rennie met with Ben Lawrie to discuss our plan for mental health and #PutRecoveryFirst. You can read more here 👉 https://www.scotlibdems.org.uk/rennie_pledges_to_double_the_number_of_people_training_as_mental_health_counsellors",26,3,3,"https://www.facebook.com/397986050296687/posts/3891677674260823"
"Scottish Conservatives","ScottishConservatives","2021-04-02 15:47:49 CEST","Scotland faces a looming jobs crisis and we must focus on recovery, not the referendum the SNP want to hold. We would ensure our young people don't become Covid's lost generation, offering unlimited apprenticeships set by demand rather than government. Together let's deliver a skills revolution.",497,93,31,"https://www.facebook.com/136308776480/posts/10157864063191481"
"Scottish Green Party","ScottishGreens","2021-04-02 15:41:19 CEST","The Scottish Greens will recruit 5,500 new teachers! 👩‍🏫💚",89,15,9,"https://www.facebook.com/17999726169/posts/10159189577211170"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 15:30:15 CEST","Restoring the NHS and Scotland’s health will be key to Scotland’s recovery. 💪 That's why restoring and rebuilding our NHS is at the heart of our National Recovery Plan #BothVotesLabour 🌹👩‍⚕️",21,0,8,"https://www.facebook.com/310039442421596/posts/3964364913655679"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 15:07:21 CEST","Our policy will dramatically expand the number of counsellors. New help to train will open it up to more people. We will add counsellors to NHS workforce planning so their skills can help more people. It will bring down waiting times and make it much easier to access services whenever and wherever you need it.",6,0,1,"https://www.facebook.com/397986050296687/posts/3890761904352400"
"Scottish National Party (SNP)","theSNP","2021-04-02 15:04:43 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We’ll never stop working to make Scotland a more equal and safer society for women. 🙋‍♀️ If re-elected, we’ll invest £100 million funding for the Scottish Government’s Equally Safe programme - supporting frontline services and focusing on prevention of violence against women and girls.",1132,799,259,"https://www.facebook.com/77249349077/posts/10159372793854078"
"Scottish National Party (SNP)","theSNP","2021-04-02 14:38:01 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's put Scotland's recovery in Scotland's hands - not Boris Johnson's. 📮 Voting by post is the safest way. Only 4 days left to apply! 1️⃣ Register to vote: http://registertovote.scot 2️⃣ Apply for a postal vote: http://snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 3️⃣ Spread the word. 4️⃣ Make it #BothVotesSNP.",469,568,112,"https://www.facebook.com/77249349077/posts/10159372749614078"
"Scottish Green Party","ScottishGreens","2021-04-02 14:35:18 CEST","Climate action can't be delayed. Only the Scottish Greens have the solutions to cut Scotland’s emissions at the pace required. Vote like our future depends on it. Vote for the Scottish Greens. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🌍",39,15,9,"https://www.facebook.com/17999726169/posts/10159189476281170"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 14:30:21 CEST","We can't come through the collective trauma of Covid and go back to the old arguments. Let’s focus on uniting behind a National Recovery Plan. On May 6 make it #BothVotesLabour 🌹",31,13,11,"https://www.facebook.com/310039442421596/posts/3964341433658027"
"Scottish Green Party","ScottishGreens","2021-04-02 13:35:25 CEST","""Leadership is not about pulling up the ladder behind you, but about recognising the institutional barriers you and others have faced and removing them. Let’s hope a new Scotland does that. Our future depends on it."" - Our Co-leader Lorna Slater in the National. 💚",52,1,2,"https://www.facebook.com/17999726169/posts/10159189391351170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 13:35:17 CEST","A vote for Scottish Liberal Democrats is a vote to put recovery first and have needle-sharp focus on mental health. Willie Rennie You can read more here ⬇️⬇️",3,0,5,"https://www.facebook.com/397986050296687/posts/3891354897626434"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 13:30:00 CEST","🗳Vote from home. ✉️Vote by post. 🌹Vote Labour. ⏰ Register before April 6 and make it #BothVotesLabour https://earlyvote.labour.org.uk/scotland",21,0,11,"https://www.facebook.com/310039442421596/posts/3964185907006913"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 13:05:12 CEST","As we come out of the pandemic, it is time for Scotland to put the recovery first and fix our overwhelmed mental health services for good.",6,0,1,"https://www.facebook.com/397986050296687/posts/3890744061020851"
"Scottish Conservatives","ScottishConservatives","2021-04-02 12:48:51 CEST","Labour and the Lib Dems would rather work with the SNP than work with us to oppose them. Pro-UK voters need to act together. So to stop the SNP and stop indyref2 use your party list vote for the Scottish Conservatives 👇",444,188,57,"https://www.facebook.com/136308776480/posts/10157863760801481"
"Scottish Green Party","ScottishGreens","2021-04-02 12:48:19 CEST","The polls show that we are on course for a record result! But we can't do it without your help. There are lots of ways that you can take action to secure the best possible Scottish Green vote. 💚",44,0,1,"https://www.facebook.com/17999726169/posts/10159189337316170"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 12:00:17 CEST","This election must be about you, your family and our national recovery. On May 6 make it #BothVotesLabour #SP21",28,1,6,"https://www.facebook.com/310039442421596/posts/3964068807018623"
"Scottish Green Party","ScottishGreens","2021-04-02 11:30:27 CEST","A vote for the Scottish Greens is a vote for 5500 new teachers! 💚",47,1,3,"https://www.facebook.com/17999726169/posts/10159189261156170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-02 10:47:00 CEST","Miss the BBC leaders debate this week? No problem, we have a summary for you below! After the year we have endured, Willie Rennie and the Scottish Liberal Democrats will put the recovery first and make sure it is fair, green and for everybody.",16,1,40,"https://www.facebook.com/397986050296687/posts/3890759767685947"
"Scottish Green Party","ScottishGreens","2021-04-02 10:44:00 CEST","A new poll from Survation shows that we are on course to win a record number of MSPs! 💚",162,9,11,"https://www.facebook.com/17999726169/posts/10159188409221170"
"Scottish Labour Party","ScottishLabourParty","2021-04-02 10:00:00 CEST","Care workers have been on the frontline in the fight against Covid-19, protecting and supporting our loved ones who rely on care services. We're placing them at the heart of our NHS recovery plan #BothVotesLabour 🌹",29,2,26,"https://www.facebook.com/310039442421596/posts/3963804587045045"
"Scottish Conservatives","ScottishConservatives","2021-04-02 09:50:50 CEST","This week Annie Wells for Glasgow announced our manifesto pledge to get rid of the outrageous attacks on free speech and women's rights in the SNP's Hate Crime Bill. Only the Scottish Conservatives voted against this dangerous Bill and we are the only major party with a manifesto pledge to repeal it.",1273,136,101,"https://www.facebook.com/136308776480/posts/10157863480721481"
"Scottish Green Party","ScottishGreens","2021-04-02 09:24:00 CEST","Polls show that Scottish Green votes will be vital to securing a pro-independence majority after the election. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",248,104,18,"https://www.facebook.com/17999726169/posts/10159188407356170"
"Scottish Green Party","ScottishGreens","2021-04-02 08:34:01 CEST","🚨There are only five weeks until the election!🚨 📧Help us to build the best possible campaign by joining our mailing list today: https://greens.scot/sign-up 💚",17,0,2,"https://www.facebook.com/17999726169/posts/10159188403871170"
"Scottish Green Party","ScottishGreens","2021-04-01 23:27:51 CEST","🚨There are only 5 days left to apply for a postal vote🚨 ✉️ Apply for one now at https://gov.uk/government/publications/apply-for-a-postal-vote:=:https://www.gov.uk/government/publications/apply-for-a-postal-vote Vote for a fairer, greener Scotland. #VoteScottishGreens",14,0,4,"https://www.facebook.com/17999726169/posts/10159188392661170"
"Scottish Conservatives","ScottishConservatives","2021-04-01 21:45:03 CEST","We would have a million fewer vaccines if the SNP got their way and we were left out of the UK scheme. This is the benefit of Scotland remaining part of the United Kingdom👇",1179,378,104,"https://www.facebook.com/136308776480/posts/10157862436251481"
"Scottish Green Party","ScottishGreens","2021-04-01 21:39:34 CEST","📈 A new poll from Survation puts us on course for a record 11 MSPs!!!💚",439,40,41,"https://www.facebook.com/17999726169/posts/10159188210291170"
"Scottish Conservatives","ScottishConservatives","2021-04-01 20:16:50 CEST","You can’t trust Labour to stand up to the SNP and stop another referendum. They won't work with pro-UK parties - but they're in coalition with the SNP in councils all over Scotland. In May, give your party vote to the Scottish Conservatives - the only real opposition to the SNP.",2919,3905,399,"https://www.facebook.com/136308776480/posts/10157862245471481"
"Scottish National Party (SNP)","theSNP","2021-04-01 19:33:00 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We’re delivering free prescriptions, free personal care and more - while keeping council tax bills low. 🔎 The Tories are imposing an average 4.3% council tax hike in England - we’ve frozen council tax across Scotland. 🗳 Make it #BothVotesSNP to keep delivering progress.",1840,1126,807,"https://www.facebook.com/77249349077/posts/10159370666114078"
"Scottish Green Party","ScottishGreens","2021-04-01 19:11:01 CEST","A Downing Street backed report claims that there is no institutional racism in the UK... We're definitely not convinced. What do you think?",45,24,7,"https://www.facebook.com/17999726169/posts/10159187945911170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 18:42:04 CEST","#ICYMI this week we unveiled our plans to put education recovery first 😊",7,1,1,"https://www.facebook.com/397986050296687/posts/3887856431309614"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 18:30:00 CEST","Scottish Labour members are making thousands of calls across the country for a Naional Recovery Plan. 📢🌹 📞 Ready to join them? https://events.labour.org.uk/",30,9,3,"https://www.facebook.com/310039442421596/posts/3961362673955903"
"Scottish Green Party","ScottishGreens","2021-04-01 17:55:24 CEST","Glasgow City Council just voted to stop its pension fund from investing in fossil fuels! 💰 Great work by our Scottish Green councillors and everyone who has campaigned for this vital change! 💚🌍",65,2,17,"https://www.facebook.com/17999726169/posts/10159187785921170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 17:45:02 CEST","Early intervention can avoid a problem that starts small becoming a crisis. We want someone in every workplace to be able to recognise the signs of mental ill health among colleagues and know what to do 👍 #PutRecoveryFirst",9,1,3,"https://www.facebook.com/397986050296687/posts/3886918141403443"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 17:30:00 CEST","The deadline to sign up for your postal vote is approaching fast! 📮📨🗳️ It only takes a few minutes. 🌹 https://earlyvote.labour.org.uk/scotland",30,2,17,"https://www.facebook.com/310039442421596/posts/3961346677290836"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 16:45:15 CEST","We have just won a vote at Parliament to reform the SQA to put teachers at its heart. We will get on with that because the SQA has shown it can't be trusted with the important job of helping education bounce back. Willie Rennie #PutRecoveryFirst",12,0,1,"https://www.facebook.com/397986050296687/posts/3887597631335494"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 16:30:14 CEST","Scottish Labour has a plan to renew and restore our NHS. On May 6 make it #BothVotesLabour 🌹👩‍⚕️",17,0,5,"https://www.facebook.com/310039442421596/posts/3961329020625935"
"Scottish National Party (SNP)","theSNP","2021-04-01 16:28:08 CEST","🇪🇺 Labour have signed up to Boris Johnson’s hard Brexit and helped to drag Scotland out of the EU. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP is the only party fighting for Scotland's place in Europe. 🗳 By May 6, make it #BothVotesSNP to put Scotland’s future in Scotland’s hands.",2275,1188,414,"https://www.facebook.com/77249349077/posts/10159370387314078"
"Scottish Conservatives","ScottishConservatives","2021-04-01 16:20:09 CEST","The biggest threat to our NHS is the SNP’s plan to break up our country. We would enshrine in law a “double lock” to deliver record NHS funding, increasing the annual health budget by £2 billion.",510,136,44,"https://www.facebook.com/136308776480/posts/10157861751961481"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 16:02:27 CEST","",5,0,0,"https://www.facebook.com/397986050296687/posts/3887503044678286"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 15:30:30 CEST","We should never again have to choose between treating a virus and treating cancer. We're focused on the issues that matter: Rebuilding our NHS and a National Recovery Plan. #BothVotesLabour #SP21",19,10,12,"https://www.facebook.com/310039442421596/posts/3961289023963268"
"Scottish Green Party","ScottishGreens","2021-04-01 15:26:11 CEST","The Scottish Greens secured free bus travel for everyone under 22! 🚌 With more Green MSPs we can do even more to build a fairer, greener recovery.💚",131,36,16,"https://www.facebook.com/17999726169/posts/10159187356921170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 15:15:24 CEST","In the past month We have led the Parliament in declaring a mental health crisis, against the wishes of the government, and secured £120 million more for mental health in the course of our budget negotiations. It's time to #PutRecoveryFirst and transform mental health services 👍",14,1,2,"https://www.facebook.com/397986050296687/posts/3886911301404127"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 14:47:56 CEST","Willie Rennie and mental health spokesperson Rebecca Bell have today set out plans for mental health first aiders in every workplace. You can read more here 👉www.scotlibdems.org.uk/press_releases:=:https://www.scotlibdems.org.uk/press_releases",26,0,0,"https://www.facebook.com/397986050296687/posts/3887075344721056"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 14:47:28 CEST","Scottish Liberal Democrats want to put recovery first, we want to make sure Scotland can flourish again after the pandemic and that everyone will be able to thrive. This is what every government should do, put the wellbeing of the nation and citizens first, clearly Nicola Sturgeon does not think so. Alistair Carmichael MP - Orkney and Shetland",7,0,0,"https://www.facebook.com/397986050296687/posts/3887335188028405"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 14:38:19 CEST","""A recent Survation poll showed that independence is only a top 3 priority for only 8% of Scots. If we are focused on putting the recovery first then I don't think independence is a part of that."" Wendy Chamberlain, MP for North East Fife on BBC Debate Night last night.",13,0,2,"https://www.facebook.com/397986050296687/posts/3887315681363689"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 14:31:27 CEST","Want to help campaign for the National Recovery Plan that Scotland needs? 🌹 Scottish Labour members can find their nearest campaign event here: https://events.labour.org.uk/",16,0,6,"https://www.facebook.com/310039442421596/posts/3961196257305878"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 14:13:51 CEST","""We do not yet have a proper test, trace and isolate program in Scotland."" Wendy Chamberlain, MP for North East Fife on debate night last night.",17,1,2,"https://www.facebook.com/397986050296687/posts/3887265608035363"
"Scottish National Party (SNP)","theSNP","2021-04-01 14:03:50 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The power to shape Scotland's future is in your hands. 📮 The safest way to use it is voting by post. Only 5 days left to apply! 1️⃣ Register to vote: http://registertovote.scot 2️⃣ Apply for a postal vote: http://snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 3️⃣ Share with 5 friends and family 4️⃣ Make it #BothVotesSNP",244,259,38,"https://www.facebook.com/77249349077/posts/10159370159469078"
"Scottish Green Party","ScottishGreens","2021-04-01 13:53:40 CEST","Show your support by adding a frame to your Facebook profile today! 💚 http://www.facebook.com/profilepicframes/?selected_overlay_id=503058934049069:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%2F%3Fselected_overlay_id%3D503058934049069",44,0,6,"https://www.facebook.com/17999726169/posts/10159187188516170"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 13:51:06 CEST","When Willie Rennie raised this with the First Minister in parliament, he was told it was all fine. But this letter proves that the casualisation of the teaching workforce is a very real problem. We have a bounce back plan for education ⬇️⬇️",6,1,0,"https://www.facebook.com/397986050296687/posts/3887218241373433"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 13:30:42 CEST","Adults regularly wait up to two years for mental health treatment. That comes at huge personal cost to their health but employers also miss out on their talents. It's time to change this. We want to put recovery first and transform mental health services. #PutRecoveryFirst",3,0,4,"https://www.facebook.com/397986050296687/posts/3886899458071978"
"Scottish National Party (SNP)","theSNP","2021-04-01 13:10:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 From free medicine to free education, taxpayers in Scotland get the best deal anywhere in the UK. 💊 We abolished prescription charges - which have now been increased to £9.35 south of the border. 🗳️ By May 6 make it #BothVotesSNP for a stronger NHS and a fairer Scotland.",2963,1485,1525,"https://www.facebook.com/77249349077/posts/10159370093539078"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 13:03:23 CEST","Scotland deserves a better government, and a better opposition. On May 6 make it #BothVotesLabour #SP21",50,30,14,"https://www.facebook.com/310039442421596/posts/3961003883991782"
"Scottish Conservatives","ScottishConservatives","2021-04-01 12:51:29 CEST","Nicola Sturgeon confirmed today that she is willing to gamble Scotland’s recovery and hold indyref2 while we are still recovering from this pandemic. To stop her reckless plan, stop an SNP majority and get the focus 100% on Scotland's recovery - party vote Scottish Conservatives.",392,454,66,"https://www.facebook.com/136308776480/posts/10157861377856481"
"Scottish Liberal Democrats","ScotLibDems","2021-04-01 12:14:49 CEST","Willie Rennie set out plans for mental health first aiders in every workplace ⬇️⬇️",5,0,1,"https://www.facebook.com/397986050296687/posts/3887028694725721"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 12:03:36 CEST","The heroic efforts of our NHS workers have saved thousands lives during the pandemic. But Covid-19 has taken a toll on NHS staff. Caring for those who care for us is at the heart of our National Recovery Plan for the NHS. 🌹#BothVotesLabour",32,1,3,"https://www.facebook.com/310039442421596/posts/3960884414003729"
"Scottish Green Party","ScottishGreens","2021-04-01 11:10:00 CEST","A vote for the Scottish Greens is a vote for 100,00 green jobs. 💚",22,2,0,"https://www.facebook.com/17999726169/posts/10159186121331170"
"Scottish Labour Party","ScottishLabourParty","2021-04-01 10:50:28 CEST","We must build a better future for the country we love. Ready to join us? 💪🌹 https://volunteer.labour.org.uk/",9,0,1,"https://www.facebook.com/310039442421596/posts/3960505827374921"
"Scottish Green Party","ScottishGreens","2021-04-01 09:50:00 CEST","Polls show that Scottish Green votes will be vital to securing a pro-independence majority after the election. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",349,80,29,"https://www.facebook.com/17999726169/posts/10159186106556170"
"Scottish Conservatives","ScottishConservatives","2021-04-01 09:48:08 CEST","Today we’re about to pass 2.5 million people vaccinated in Scotland. The vaccine rollout has been an incredible success story across Scotland and the UK. It has exposed another glaring weakness in the SNP’s plan to put another divisive referendum over our recovery.",801,371,84,"https://www.facebook.com/136308776480/posts/10157861138326481"
"Scottish Green Party","ScottishGreens","2021-04-01 08:45:00 CEST","A vote for the Scottish Greens is a vote for climate action and a fairer, greener and independent Scotland. 🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",22,0,12,"https://www.facebook.com/17999726169/posts/10159186119141170"
"Scottish National Party (SNP)","theSNP","2021-03-31 23:29:24 CEST","📺 Watch Jenny Gilruth MSP, the SNP candidate for Mid Fife and Glenrothes, live on tonight's #bbcdn panel. ⏰ Tune in on the BBC Scotland channel or watch online from 10:30pm: https://bbc.co.uk/iplayer/live/bbcscotland:=:https://www.bbc.co.uk/iplayer/live/bbcscotland #BothVotesSNP",582,769,24,"https://www.facebook.com/77249349077/posts/10159368997819078"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 22:08:45 CEST","Missed the #BBCLeadersDebate? Here's a recap of what you need to know #SP21 #BothVotesLabour",119,108,47,"https://www.facebook.com/310039442421596/posts/3958771527548351"
"Scottish Conservatives","ScottishConservatives","2021-03-31 21:10:33 CEST","Labour used to stand up to the SNP. Not any more. To stop an SNP majority and a second referendum, give your party vote to the Scottish Conservatives.",1129,1193,173,"https://www.facebook.com/136308776480/posts/10157859585216481"
"Scottish Green Party","ScottishGreens","2021-03-31 20:58:16 CEST","What do the Scottish Greens offer tenants? 💰 Rent controls ❄️ Permanent ban on winter evictions 🚨 A landlord watchdog with powers to investigate tenants' complaints And plenty more besides #VoteScottishGreens 💚",53,4,6,"https://www.facebook.com/17999726169/posts/10159185550141170"
"Scottish Green Party","ScottishGreens","2021-03-31 19:48:39 CEST","🚨There are only 6 days left to sign up for a postal vote!🚨 ✉️ Apply for a postal vote today at: https://gov.uk/government/publications/apply-for-a-postal-vote:=:https://www.gov.uk/government/publications/apply-for-a-postal-vote Vote for a fairer, greener Scotland. #VoteScottishGreens. 💚",13,0,4,"https://www.facebook.com/17999726169/posts/10159185406261170"
"Scottish Green Party","ScottishGreens","2021-03-31 18:49:38 CEST","Our Co-leader, Lorna Slater, was excellent on the BBC Leaders Debate last night! 💚 Tonight one of our other great green women, our lead candidate for South Scotland, Laura Moodie, will be on Debate Night, starting at 22:30 on the BBC Scotland channel. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",174,19,2,"https://www.facebook.com/17999726169/posts/10159185196061170"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 18:30:43 CEST","We should never again have to choose between treating a virus and treating cancer. On May 6 make it #BothVotesLabour to renew and restore our NHS. 🌹👩‍⚕️🏥",17,15,7,"https://www.facebook.com/310039442421596/posts/3957792917646212"
"Scottish Green Party","ScottishGreens","2021-03-31 17:49:53 CEST","Decisions about Scotland should be made in Scotland, not by Tory governments that we didn't vote for. With independence we can do even more to build a fairer, greener Scotland.🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",200,10,39,"https://www.facebook.com/17999726169/posts/10159185069241170"
